,superkingdom,phylum,class,order,family,genus,species,tax_id,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode11,barcode12,barcode13,barcode14,barcode15,barcode16,barcode17,barcode18,barcode19,barcode20,barcode21,barcode22,barcode23,barcode24,barcode25,barcode26,barcode27,barcode28,barcode29,barcode30,barcode31,barcode32,barcode33,barcode34,barcode35,barcode36,barcode37,barcode38,barcode39,barcode40,barcode41,barcode42,barcode43,barcode44,barcode45,barcode46,barcode47,barcode48,barcode49,barcode50,barcode51,barcode52,barcode53,barcode54,barcode55,barcode56,barcode57,barcode58,barcode59,barcode60,barcode61,barcode62,barcode63,barcode64,barcode65,barcode66,barcode67,barcode68,barcode69,barcode70,barcode71,barcode72,barcode73,barcode74,barcode75,barcode76,barcode77,barcode78,barcode79,barcode80,barcode81,barcode82,barcode83,barcode84,barcode85,barcode86,barcode88,barcode89,barcode90,barcode91,barcode93,barcode95,barcode96
10,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus pauculus,82633,0.0007641393520433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus necator,106590,0.0107161723242545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003349667276116,
12,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus gilardii,82541,0.0005922804102152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011187316923162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus campinensis,151783,0.0003449652685552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. USMAHM13,1389192,0.000656905485171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus malaysiensis,367825,0.0002776194329477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus oxalaticus,96344,0.0003735200617089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,Noviherbaspirillum sp. UKPF54,2601898,0.0026345303252686,0.0004086354873692,0.0005072725450991,0.0001042098786695,0.0001368915655095,0.0047579647307622,0.0006086507871365,0.0032484922156859,,0.0010137259618915,0.0003361611302046,0.0005982883754176,0.000243104367651,0.0009803101879171,0.0008733286371414,0.0004642536321069,0.0005621817369397,0.0004717492243735,0.0001794294790487,0.0020509426071726,0.0004500599817691,0.0001641939072328,0.0015553752984579,,0.0116419435496109,0.0024363179327384,0.0006998487003443,0.0005364755876281,0.0052620360644854,0.000546802307541,0.00025279968362,0.0004630926381025,0.0012738170660491,,0.0002677757938845,0.001141320531431,0.001445139699671,,0.0011983246068832,0.0019213905139059,,0.0003213203967578,0.0004003596348551,,,0.0010352646728638,0.0004202559920692,0.002453623623415,,0.0007690778346547,0.0031853059077791,0.0023228884217102,0.0012765412506073,0.0002389915892964,0.0004060098126125,0.0004583174828319,0.001096522102271,0.000295544746357,0.0001612492406975,0.0002571369467272,,0.0004119267431765,0.0002487561266134,0.0005599478121917,0.0003780729384283,0.0004527885545569,0.0002868438571621,,,,0.0005323099550279,0.000337045819435,0.0022015911024495,0.0002518490695111,0.0007004564012212,0.0005905428194254,0.0005973188095622,0.0003633351348206,0.000391859873611,0.0014747485714751,0.0007196631956308,0.0005877521430427,0.0009708222831719,0.0011258881851776,0.0030845935580817,0.0033792478924509,0.0007132745735229,0.000262414127315,0.0007096879776607,,,0.0002944525638592,
18,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,Noviherbaspirillum soli,1064518,0.0048174418297078,0.0056757182584119,0.0019751201187298,0.0020298118869309,0.0013298551750852,0.0084212696066102,0.0019672079743593,0.0127239728229124,0.0002947989739717,0.0017140238802281,0.024456944030262,0.0048051322935343,0.0097108039500809,0.0088130575516358,0.0060447107430292,0.0028120545105528,0.0072785884351543,0.0011304435986687,0.0011188681576141,0.0045101363310896,0.0044075193819145,0.0035973631365543,0.0051917727977819,0.0017628231023823,0.0067864953428241,0.0059699596081011,0.0053971389517909,0.0076853604686453,0.0120660202591378,0.0029391689763212,0.0074488055790976,0.0026393259955787,0.0037396278429183,0.0032264924551229,0.0042161445179715,0.0112486709683748,0.0079372682226702,0.0039940040594378,0.0097632399163839,0.0083017710415138,0.0063251398511596,0.0095532135050302,0.0027610600897865,0.003126168150941,0.0085897017513814,0.0055361682689053,0.017531257041643,0.0071915638175787,0.0033926972057565,0.0033262452546035,0.0045145149364561,0.0045728116289774,0.0139308576211818,0.0004232840798617,0.0156384415814823,0.0181298720409112,0.0111117539915468,0.0226145767038473,0.0048862834033827,0.0081581050867113,0.0164916161577185,0.0091446524439721,0.0099162965676221,0.0026262555032797,0.0041340762901209,0.0058598818140127,0.0005645629804926,0.0066075981026815,0.009236544246108,0.0012832965936736,0.0006650910606286,0.0043969987178171,0.0030014766437048,0.0035118141304237,0.0146782838490053,0.0061869483658945,0.0048924086522852,0.0179215252529425,0.006276746193072,0.0157125523906652,0.0088645436868204,0.0089901733884898,0.006265076347567,0.0172952569625268,0.0112821703689471,0.0133085893855575,0.004324696250015,0.0022490421539246,0.0011394392323955,0.00125967995139,,0.0007917289345404,
19,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus soli,1229157,0.0252025599747345,0.0668430294536047,0.065497047246649,0.2218256234952262,0.280976735708064,0.1919282153179908,0.0176399880524164,0.1119725409868439,0.2160358666878342,0.0030231847349931,0.0980810284790661,0.0831835384935156,0.092076621559408,0.0591916647132022,0.1121852082797308,0.0084845399962281,0.0440676550860342,0.0348011093810805,0.1042339265515343,0.219944953613073,0.0177939561864128,,0.1067661098105285,0.0804790926901647,0.0295254213557186,0.0403350550481246,0.0129896437006839,0.0924084974481248,0.2451983419547076,0.0037898817265578,0.0370688608256937,0.0144412219543258,0.0594574569360655,0.0731088581522133,0.0609807294289232,0.0119612038251614,0.2963796600050427,0.1854965951310905,0.0155625785496493,0.0655287883138118,,0.0076176933278174,0.0650326898170151,0.011579321221702,0.0285044316723948,0.0400021401808356,0.0493119207401966,0.0495221148515288,0.0485279064547339,0.0804944505770981,0.0686697074247138,0.0210805083826909,0.0321172828038093,0.0573241846878331,0.021422286621573,0.0227427899253946,0.0342536044687142,0.0018795446197781,0.0008862251107832,0.0019862152567956,0.015960769927658,0.0754703124304813,0.0823524667912266,0.0034618092720929,0.0789446112964513,0.0557396256409458,0.0518245669034225,0.0360205731628718,0.0269841120095331,0.0521333734730367,0.0201032719207888,0.0219841778603381,0.0132332748628989,0.0378633516185606,0.0830614565742926,0.0245560875395858,0.0105409813427946,0.0320113726520202,0.1078663205651718,0.0301042690748389,0.0206526506137997,0.1011362545743387,0.0866235771092571,0.022547099210423,0.0149146412564368,0.0345888225133672,0.0083865209320628,0.0200341157317938,0.0598908713568359,0.0162794292709055,,0.000403355359954,
20,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus luteolus,1616821,0.0003135083523054,0.0002296206697758,,0.0002800813330853,0.0004301001010145,0.0007371061564783,,0.0002865981478252,0.0003352645909614,,0.0001383103765767,,0.0001893712948355,0.0002920091159575,0.0006845966710834,0.0002123539009239,,0.0002422035823225,0.0003272057356726,0.0003293934091543,,,0.0001779618022439,0.0002438098252141,0.0003186523701772,,,0.000232364036464,0.0006105180644568,,0.0002752399663992,,,0.0002069235637649,0.0002996426583695,,0.0004447427080169,0.0006491618818882,0.0002245706760204,0.0002147264355936,,,0.0001492678856321,,,0.0003729732518593,0.0002379205642167,0.0002157451194592,,0.0002894138539902,0.0003272512994821,0.0002202181008003,,0.0002014081250462,,,,,,,,,0.0002780573766968,,0.0003194455494469,,,0.0002552781630262,,,,,,0.0001838109496648,0.0003859170404732,0.0001633679938053,,,0.0004035759306951,,,,0.0001631481045779,,,,,,,,,,
21,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus smithii,1479,0.0005027130753817,,0.0004226349067724,0.0002086039285939,0.0001773830189721,,,0.0001876821003487,0.0002633279895001,,,,0.0003004653055231,0.0003829130347478,,,0.0002179442588586,0.00024216864139,0.0001901518281188,0.0002540405102879,,0.000340842027297,,0.0003831376853718,0.0002272680336087,,,,,0.0001812123393055,0.0002288716437557,,,0.0002363058104151,,0.0001621752080856,0.0002653783489655,0.0005029640337597,,,0.0003002344197425,0.0002093438862857,0.0001251157267827,0.00048644855303,,,,,,0.0003414809218062,,0.0003473356548916,,0.0002800587596653,,0.0001664262713756,,0.000283238584318,0.0002207111222081,0.0003380603256164,,,0.0001934668317611,,0.0001241507332221,0.000203505277315,,,,,,,,0.0002679005441516,,,0.0002083168872579,,0.0001615342419462,0.0003292640395008,0.0002387850422849,0.0004442232716574,0.0002349192879734,,,,,0.0006131865430134,,0.0003025457202442,,,
22,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus wudalianchiensis,1743143,0.0002152559785893,0.0005171875147496,0.0003464920230102,0.0001470950806793,0.0001832364501085,0.0001517703737076,0.00070574074501,0.0004507009810368,0.0003884774922387,,0.0002882890627334,0.0012497389882295,0.0010304637023422,,0.0005294314278925,0.0002594145272275,,0.0005372427147064,0.0001278386518993,0.0014516794621302,0.0003390482118141,,0.0001971712049794,0.0004259589064425,,,,0.0014559024770027,0.0008523086873018,0.0003904360664356,0.0002846515089345,,,0.0020096514235677,,,,0.0002803455342759,,0.0010133302115081,,0.0002571031432726,0.0001406843324647,,0.0005691331914545,,,,0.0004785345556894,0.0001713373560835,0.0003176938492752,0.000171402159223,0.0003395995259522,0.0010513927720968,,0.0003553826737454,,0.0003953729029154,0.0001847728564766,0.0003596748718264,,,0.0003113681040566,,0.0003263684459917,0.0004961761835418,0.0003371098003131,,0.0001443219588639,0.0002178770001408,,0.0001705780862341,,0.0027160231026009,,,0.0003647772898346,,0.0003897712616202,0.0005273591462972,0.0002785140872921,0.001229322027788,0.0001964849834256,,,0.0003166373163253,,0.0003067707235047,0.0003130899456542,,,,
23,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus ciccensis,1670641,0.0020998048437757,0.0005054694270002,0.0066108460493947,0.0004901007123754,0.0135854257018774,0.000701242147954,0.0006101098533994,0.0007695651487562,0.0016789209287442,0.0018564065708846,0.0007628826926659,0.0005366641040927,0.0014248701017749,0.0008254717824107,0.0006537868338048,0.0003888485402276,0.0007512386085227,0.0018749556334896,0.0082138479018297,0.0004763671390887,0.0017856407495277,0.0013711693460931,0.0007905564274586,0.0016865344257013,0.0022474897054377,0.0006180054600288,0.001256281848291,0.0005354094391319,0.0002946496743683,0.0004892809132748,0.000913156603342,0.0007926816082008,0.0014907174250919,0.000462074937363,0.0009601974083495,0.0004944015634589,0.0007235686853374,0.0010922699363962,0.0007991370767764,0.0005499604762716,0.0009220702695008,0.000463819331945,0.0007712219966533,0.0022605630947161,0.0008432250061276,0.0012412509325444,0.0012674950272504,0.0009448521736211,0.0025872330104769,0.0013110842553825,0.001629739436899,0.0010344642811561,,0.0010867397703689,0.0010841019337642,0.0109797888182921,0.0009098272529181,0.0011216562181995,0.0015474972603743,0.0012472792718387,0.0012940114918241,0.0006429991901624,0.0007791061050013,0.0021640544458673,0.0006063243773284,0.0014836425009635,0.0007005680615245,0.0014329686051689,0.0011233505068127,0.0003693141778487,0.0010517262866024,0.0014796496866477,0.0009858334743946,0.0011639895899478,0.0010352564297389,0.0012250035556338,0.0020822222102334,0.0124414275304052,0.0005235555674729,0.0006865507325353,0.0012061665390984,0.00220652244695,0.0008818906925382,0.0009163462611832,0.0005518917466185,0.0003624982135469,0.0008764148482549,0.000527210305753,0.0012508017926201,0.0017806665097893,,0.0023234343718712,
